record_type,category,value,source,encodings,offsets
exe_string,unique_net_id,.?AV<lambda_1>@?1??KickMember@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0W4EKickMemberCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd7890
exe_string,unique_net_id,.?AV<lambda_1>@?1??KickParticipant@FOnlineVoiceAdminInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFString@@0V?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@1@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddde450
exe_string,unique_net_id,.?AV<lambda_1>@?1??PromoteMember@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0W4EPromoteMemberCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd7a30
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryAchievementDescriptions@FOnlineAchievementsInterfaceEOS@@UEAAXAEBVFUniqueNetId@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddcd5f0
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryAchievements@FOnlineAchievementsInterfaceEOS@@UEAAXAEBVFUniqueNetId@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddcd470
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryExternalIdMappings@FOnlineUserInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBUFExternalIdQueryOptions@@AEBV?$TArray@VFString@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AX_NAEBVFUniqueNetId@@AEBUFExternalIdQueryOptions@@AEBV?$TArray@VFString@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBVFString@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddde530
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryOffersByFilter@FOnlineStoreInterfaceV2EAS@@UEAAXAEBVFUniqueNetId@@AEBVFOnlineStoreFilter@@AEBV?$TDelegate@$$A6AX_NAEBV?$TArray@VFString@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBVFString@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddc98c0
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryPresence@FOnlinePresenceInterfaceEAS@@UEAAXAEBVFUniqueNetId@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddc9480
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryPresence@FOnlinePresenceInterfaceSynthetic@@UEAAXAEBVFUniqueNetId@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd7c40
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryUserIdMapping@FOnlineUserInterfaceEAS@@UEAA_NAEBVFUniqueNetId@@AEBVFString@@AEBV?$TDelegate@$$A6AX_NAEBVFUniqueNetId@@AEBVFString@@12@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddc9750
exe_string,unique_net_id,.?AV<lambda_1>@?1??QueryUserInfo@FOnlineUserInterfaceEOS@@UEAA_NHAEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@@Z@,ArkAscended.exe,ascii,0xddddc30
exe_string,unique_net_id,.?AV<lambda_1>@?1??ReadLeaderboardsWithLocalUserContext@FOnlineLeaderboardsInterfaceEOS@@AEAA_NAEBV?$TSharedRef@$$CBVFUniqueNetIdEOS@@$00@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@AEAV?$TSharedRef@VFOnlineLeaderboardRead@@$00@@@Z@,ArkAscended.exe,ascii,0xddcd050
exe_string,unique_net_id,.?AV<lambda_1>@?1??RegisterPlayers@FOnlineSessionInterfaceEOS@@UEAA_NVFName@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@_N@Z@,ArkAscended.exe,ascii,0xddd5640
exe_string,unique_net_id,.?AV<lambda_1>@?1??RestoreInvites@FOnlinePartySystemEOS@@UEAAXAEBVFUniqueNetId@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd62e0
exe_string,unique_net_id,.?AV<lambda_1>@?1??RestoreParties@FOnlinePartySystemEOS@@UEAAXAEBVFUniqueNetId@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd6180
exe_string,unique_net_id,.?AV<lambda_1>@?1??Search@FOnlineLobbyInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlineLobbySearchQuery@@V?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@AEBV?$TArray@V?$TSharedRef@$$CBVFOnlinePartyId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd31c0
exe_string,unique_net_id,.?AV<lambda_1>@?1??SetParticipantHardMute@FOnlineVoiceAdminInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFString@@0_NV?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@1_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xdddeda0
exe_string,unique_net_id,.?AV<lambda_1>@?1??SetPresence@FOnlinePresenceInterfaceEAS@@UEAAXAEBVFUniqueNetId@@AEBVFOnlineUserPresenceStatus@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddc8c40
exe_string,unique_net_id,.?AV<lambda_1>@?1??SetPresence@FOnlinePresenceInterfaceSynthetic@@UEAAXAEBVFUniqueNetId@@AEBVFOnlineUserPresenceStatus@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd8290
exe_string,unique_net_id,.?AV<lambda_1>@?1??UnregisterPlayers@FOnlineSessionInterfaceEOS@@UEAA_NVFName@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@@Z@,ArkAscended.exe,ascii,0xddd5700
exe_string,unique_net_id,.?AV<lambda_1>@?1??UpdateLobby@FOnlineLobbyInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBVFOnlineLobbyTransaction@@V?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd2150
exe_string,unique_net_id,.?AV<lambda_1>@?1??UpdateMemberSelf@FOnlineLobbyInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBVFOnlineLobbyMemberTransaction@@V?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd32f0
exe_string,unique_net_id,.?AV<lambda_1>@?1??UpdateParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBUFPartyConfiguration@@_NAEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@W4EUpdateConfigCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd5f40
exe_string,unique_net_id,.?AV<lambda_1>@?1??UpdatePartyData@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBVFName@@AEBVFOnlinePartyData@@@Z@,ArkAscended.exe,ascii,0xddd7990
exe_string,unique_net_id,.?AV<lambda_1>@?1??UpdatePartyMemberData@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBVFName@@AEBVFOnlinePartyData@@@Z@,ArkAscended.exe,ascii,0xddd74d0
exe_string,unique_net_id,.?AV<lambda_1>@?1??UpdateStats@FOnlineStatsInterfaceEOS@@UEAAXV?$TSharedRef@$$CBVFUniqueNetId@@$00@@AEBV?$TArray@U?$FOnlineUserStatsPair@UFOnlineStatUpdate@@@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xdddd110
exe_string,unique_net_id,.?AV<lambda_1>@?1??UserIsStoreUser@FOnlineIdentityInterfaceEOS@@UEAA_NAEBV?$TSharedRef@$$CBVFUniqueNetId@@$00@@@Z@,ArkAscended.exe,ascii,0xddcceb0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??CacheFriends@FOnlineFriendsInterfaceEAS@@AEAAXAEBVFUniqueNetIdEAS@@AEBV?$TDelegate@$$A6AXXZUFDefaultDelegateUserPolicy@@@@@Z@QEBA_NPEAUEOS_EpicAccountIdDetails@@AEBV?$function@$$A6AXPEAU_tagEOS_UserInfo@@@Z@std@@@Z@,ArkAscended.exe,ascii,0xddca690
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??CreateParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@VFOnlinePartyTypeId@@AEBUFPartyConfiguration@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBV?$TSharedPtr@$$CBVFOnlinePartyId@@$00@@W4ECreatePartyCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$function@$$A6AXXZ@std@@@Z@,ArkAscended.exe,ascii,0xddd5c60
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??QueryBlockedPlayers@FOnlineFriendsInterfaceSynthetic@@UEAA_NAEBVFUniqueNetId@@@Z@QEBA@_N@Z@,ArkAscended.exe,ascii,0xddcfbe0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??QueryEntitlements@FOnlineEntitlementsInterfaceEAS@@QEAA_NAEBVFUniqueNetId@@AEBVFString@@AEBVFPagedQuery@@AEBV?$TDelegate@$$A6AX_NAEBVFUniqueNetId@@AEBVFString@@2@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@_NAEBV?$TArray@VFString@@V?$TSizedDefaultAllocator@$0CA@@@@@1@Z@,ArkAscended.exe,ascii,0xddca4b0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??QueryPresence@FOnlinePresenceInterfaceEAS@@UEAAXAEBVFUniqueNetId@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$TSharedRef@$$CBVFUniqueNetIdEAS@@$00@@AEBV?$function@$$A6AX_N@Z@std@@@Z@,ArkAscended.exe,ascii,0xddc9310
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??QueryRecentPlayers@FOnlineFriendsInterfaceSynthetic@@UEAA_NAEBVFUniqueNetId@@AEBVFString@@@Z@QEBA@_N@Z@,ArkAscended.exe,ascii,0xddcfe70
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?1??UpdateStats@FOnlineStatsInterfaceEOS@@UEAAXV?$TSharedRef@$$CBVFUniqueNetId@@$00@@AEBV?$TArray@U?$FOnlineUserStatsPair@UFOnlineStatUpdate@@@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@U?$FOnlineUserStatsPair@UFOnlineStatUpdate@@@@AEBV?$function@$$A6AX_N@Z@std@@@Z@,ArkAscended.exe,ascii,0xdddd610
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?4???R0?1??CreateParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@VFOnlinePartyTypeId@@AEBUFPartyConfiguration@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBV?$TSharedPtr@$$CBVFOnlinePartyId@@$00@@W4ECreatePartyCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$function@$$A6AXXZ@std@@@Z@QEBA@PEBU_tagEOS_Lobby_CreateLobbyCallbackInfo@@@Z@,ArkAscended.exe,ascii,0xddd5db0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?4???R<lambda_2>@?1??JoinParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVIOnlinePartyJoinInfo@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@W4EJoinPartyCompletionResult@@H@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$function@$$A6AXXZ@std@@@Z@QEBA@PEAUEOS_LobbyDetailsHandle@@_N@Z@,ArkAscended.exe,ascii,0xddd6bd0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?4??CreateSessionInternal@FOnlineSessionInterfaceEOS@@AEAA_NAEBVFUniqueNetId@@VFName@@AEBVFOnlineSessionSettings@@@Z@QEBA@PEBU_tagEOS_Sessions_UpdateSessionCallbackInfo@@@Z@,ArkAscended.exe,ascii,0xddd8bc0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R0?BI@??QueryUserIdMapping@FOnlineUserInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFString@@AEBV?$TDelegate@$$A6AX_NAEBVFUniqueNetId@@AEBVFString@@12@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@_N0101@Z@,ArkAscended.exe,ascii,0xddde6b0
exe_string,unique_net_id,.?AV<lambda_1>@?4???R<lambda_2>@?4???R1?CP@??SendInvitation@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBUFPartyInvitationRecipient@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0W4ESendPartyInvitationCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@XZ@,ArkAscended.exe,ascii,0xddd7060
exe_string,unique_net_id,.?AV<lambda_1>@?4???R<lambda_2>@?CP@??SendInvitation@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBUFPartyInvitationRecipient@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0W4ESendPartyInvitationCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd3a50
exe_string,unique_net_id,.?AV<lambda_1>@?4???R<lambda_2>@?N@??ConnectLobby@FOnlineLobbyInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@V?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@AEBV?$TSharedPtr@VFOnlineLobby@@$00@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@PEBU_tagEOS_LobbySearch_FindCallbackInfo@@@Z@,ArkAscended.exe,ascii,0xddd2c60
exe_string,unique_net_id,.?AV<lambda_1>@?4??CreateSessionInternal@FOnlineSessionInterfaceEOS@@AEAA_NAEBVFUniqueNetId@@VFName@@AEBVFOnlineSessionSettings@@@Z@,ArkAscended.exe,ascii,0xddd8b20
exe_string,unique_net_id,.?AV<lambda_1>@?7???R0?1??BlockPlayer@FOnlineFriendsInterfaceSynthetic@@UEAA_NHAEBVFUniqueNetId@@@Z@QEBA@_N@Z@,ArkAscended.exe,ascii,0xddcf9d0
exe_string,unique_net_id,.?AV<lambda_1>@?7???R0?1??UnblockPlayer@FOnlineFriendsInterfaceSynthetic@@UEAA_NHAEBVFUniqueNetId@@@Z@QEBA@_N@Z@,ArkAscended.exe,ascii,0xddcf940
exe_string,unique_net_id,.?AV<lambda_1>@?7???R<lambda_7>@?7???R0?1??CreateLobby@FOnlineLobbyInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlineLobbyTransaction@@V?$TDelegate@$$A6AXAEBUFOnlineError@@AEBVFUniqueNetId@@AEBV?$TSharedPtr@VFOnlineLobby@@$00@@@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@PEBU_tagEOS_Lobby_CreateLobbyCallbackInfo@@@Z@QEBA@PEBU_tagEOS_Lobby_UpdateLobbyCallbackInfo@@@Z@,ArkAscended.exe,ascii,0xddd2670
exe_string,unique_net_id,.?AV<lambda_1>@?7??GetAvatar@FOnlineAvatarInterfaceSynthetic@@UEAA_NAEBVFUniqueNetId@@0U?$TSoftObjectPtr@VUTexture@@@@V?$TDelegate@$$A6AX_NU?$TSoftObjectPtr@VUTexture@@@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddcdc50
exe_string,unique_net_id,.?AV<lambda_1>@?7??GetAvatarUrl@FOnlineAvatarInterfaceSynthetic@@UEAA_NAEBVFUniqueNetId@@0VFString@@V?$TDelegate@$$A6AX_NVFString@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddcddf0
exe_string,unique_net_id,.?AV<lambda_1>@?8??Run@?$FMultiOperation@V?$TSharedRef@$$CBVFUniqueNetIdEAS@@$00@@_N@@SAXV?$TArray@V?$TSharedRef@$$CBVFUniqueNetIdEAS@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@V?$function@$$A6A_NV?$TSharedRef@$$CBVFUniqueNetIdEAS@@$00@@V?$function@$$A6AX_N@Z@std@@@Z@std@@V?$function@$$A6AXV?$TArray@_NV?$TSizedDefaultAllocator@$0CA@@@@@@Z@5@_N@Z@,ArkAscended.exe,ascii,0xddc7d00
exe_string,unique_net_id,.?AV<lambda_1>@?BC@??AddRecentPlayers@FOnlineFriendsInterfaceSynthetic@@UEAAXAEBVFUniqueNetId@@AEBV?$TArray@UFReportPlayedWithUser@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBVFString@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddcfc70
exe_string,unique_net_id,.?AV<lambda_1>@?BD@??JoinParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVIOnlinePartyJoinInfo@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@W4EJoinPartyCompletionResult@@H@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd69a0
exe_string,unique_net_id,.?AV<lambda_1>@?BH@??WriteAchievements@FOnlineAchievementsInterfaceEOS@@UEAAXAEBVFUniqueNetId@@AEAV?$TSharedRef@VFOnlineAchievementsWrite@@$00@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddcd820
exe_string,unique_net_id,.?AV<lambda_1>@?BJ@???R0?4???R0?4???R<lambda_2>@?1??JoinParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVIOnlinePartyJoinInfo@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@W4EJoinPartyCompletionResult@@H@ZUFDefaultDelegateUserPolicy@@@@@Z@QEBA@AEBV?$function@$$A6AXXZ@std@@@Z@QEBA@PEAUEOS_LobbyDetailsHandle@@_N@Z@QEBA@PEBU_tagEOS_Lobby_JoinLobbyCallbackInfo@@@Z@,ArkAscended.exe,ascii,0xddd6800
exe_string,unique_net_id,.?AV<lambda_1>@?BO@??SendInvitation@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVFOnlinePartyId@@AEBUFPartyInvitationRecipient@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@0W4ESendPartyInvitationCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd65e0
exe_string,unique_net_id,.?AV<lambda_1>@?BP@??StartAuthentication@UEOSControlChannel@@AEAAXAEBUFUniqueNetIdRepl@@AEBV?$TSharedRef@VIQueuedEntry@@$00@@AEBVFString@@_N@Z@,ArkAscended.exe,ascii,0xddc76e0
exe_string,unique_net_id,.?AV<lambda_1>@?CE@??RejectInvitation@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVIOnlinePartyJoinInfo@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@W4ERejectPartyInvitationCompletionResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd6ee0
exe_string,unique_net_id,.?AV<lambda_1>@?CH@??RejectInvitation@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@0@Z@,ArkAscended.exe,ascii,0xddd6ff0
exe_string,unique_net_id,.?AV<lambda_1>@?M@??QueryOwnership@FOnlineStoreInterfaceV2EAS@@UEAA_NAEBVFUniqueNetId@@AEBV?$TDelegate@$$A6AX_NAEBV?$TArray@VFString@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBVFString@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddc9a60
exe_string,unique_net_id,.?AV<lambda_1>@?N@??JoinSession@FOnlineSessionInterfaceEOS@@UEAA_NAEBVFUniqueNetId@@VFName@@AEBVFOnlineSessionSearchResult@@AEBV?$TDelegate@$$A6AXVFName@@W4Type@EOnJoinSessionCompleteResult@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd58f0
exe_string,unique_net_id,.?AV<lambda_2>@?1??CacheFriends@FOnlineFriendsInterfaceEAS@@AEAAXAEBVFUniqueNetIdEAS@@AEBV?$TDelegate@$$A6AXXZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddca290
exe_string,unique_net_id,.?AV<lambda_2>@?1??CreateSyntheticSession@FSyntheticPartySessionManager@@QEAAXAEBV?$TSharedPtr@$$CBVFUniqueNetIdEOSSession@@$00@@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xdddba20
exe_string,unique_net_id,.?AV<lambda_2>@?1??DeleteSyntheticSession@FSyntheticPartySessionManager@@QEAAXAEBV?$TSharedPtr@$$CBVFUniqueNetIdEOSSession@@$00@@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xdddb650
exe_string,unique_net_id,.?AV<lambda_2>@?1??HasSyntheticSession@FSyntheticPartySessionManager@@QEAA_NAEBV?$TSharedPtr@$$CBVFUniqueNetIdEOSSession@@$00@@@Z@,ArkAscended.exe,ascii,0xdddb730
exe_string,unique_net_id,.?AV<lambda_2>@?1??JoinParty@FOnlinePartySystemEOS@@UEAA_NAEBVFUniqueNetId@@AEBVIOnlinePartyJoinInfo@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@AEBVFOnlinePartyId@@W4EJoinPartyCompletionResult@@H@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd64e0
exe_string,unique_net_id,.?AV<lambda_2>@?1??QueryPresence@FOnlinePresenceInterfaceEAS@@UEAAXAEBVFUniqueNetId@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddc9590
exe_string,unique_net_id,.?AV<lambda_2>@?1??QueryPresence@FOnlinePresenceInterfaceSynthetic@@UEAAXAEBVFUniqueNetId@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd7b30
exe_string,unique_net_id,.?AV<lambda_2>@?1??RegisterPlayers@FOnlineSessionInterfaceEOS@@UEAA_NVFName@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@_N@Z@,ArkAscended.exe,ascii,0xddd57c0
exe_string,unique_net_id,.?AV<lambda_2>@?1??SetPresence@FOnlinePresenceInterfaceSynthetic@@UEAAXAEBVFUniqueNetId@@AEBVFOnlineUserPresenceStatus@@AEBV?$TDelegate@$$A6AXAEBVFUniqueNetId@@_N@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xddd81b0
exe_string,unique_net_id,.?AV<lambda_2>@?1??UnregisterPlayers@FOnlineSessionInterfaceEOS@@UEAA_NVFName@@AEBV?$TArray@V?$TSharedRef@$$CBVFUniqueNetId@@$00@@V?$TSizedDefaultAllocator@$0CA@@@@@@Z@,ArkAscended.exe,ascii,0xddd5b00
exe_string,unique_net_id,.?AV<lambda_2>@?1??UpdateStats@FOnlineStatsInterfaceEOS@@UEAAXV?$TSharedRef@$$CBVFUniqueNetId@@$00@@AEBV?$TArray@U?$FOnlineUserStatsPair@UFOnlineStatUpdate@@@@V?$TSizedDefaultAllocator@$0CA@@@@@AEBV?$TDelegate@$$A6AXAEBUFOnlineError@@@ZUFDefaultDelegateUserPolicy@@@@@Z@,ArkAscended.exe,ascii,0xdddcff0
